"PAGNUM","PAGSEC","PAGTIP","PAGIMP","PAGCHENUM","PAGCHEBAN","PAGCHEEST","PAGOBS"," ","","","","","","",""
"6881","1","Efectivo","16897.64","","","","","","","","","","","",""
"6882","1","Efectivo","22180.32","","","","","","","","","","","",""
"6883","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"6884","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"6885","1","Deposito","12777.6","","CREDICOOP","","","","","","","","","",""
"6886","1","Efectivo","10000","","","","","","","","","","","",""
"6887","1","Cheque","1149.5","63376144","PROVINCIA","","","","","","","","","",""
"6887","2","Cheque","660","02819913","NACION","","","","","","","","","",""
"6887","3","Efectivo","465.7","","","","","","","","","","","",""
"6888","1","Cheque","16000","73170328","PROVINCIA","","","","","","","","","",""
"6888","2","Cheque","16475","73170329","PROVINCIA","","","","","","","","","",""
"6889","1","Deposito","7000","","CREDICOOP","","","","","","","","","",""
"6890","1","Cheque","2969.5","49586408","CREDICOOP","","","","","","","","","",""
"6890","2","Cheque","2969.5","49586409","CREDICOOP","","","","","","","","","",""
"6891","1","Cheque","11263","97249001","ICBC","","","","","","","","","",""
"6891","2","Cheque","11263","97249002","ICBC","","","","","","","","","",""
"6891","3","Cheque","11263","97249003","ICBC","","","","","","","","","",""
"6891","4","Cheque","11263","97249004","ICBC","","","","","","","","","",""
"6891","5","Cheque","11263","9724005","ICBC","","","","","","","","","",""
"6891","6","Cheque","11263","97249006","ICBC","","","","","","","","","",""
"6891","7","Cheque","11263","97249007","ICBC","","","","","","","","","",""
"6891","8","Cheque","11263","97249008","ICBC","","","","","","","","","",""
"6892","1","Cheque","50000","47213095","CREDICOOP","","","","","","","","","",""
"6893","1","Cheque","19425.6","97080715","MACRO","","","","","","","","","",""
"6894","1","Deposito","25453.77","","CREDICOOP 27-08","","","","","","","","","",""
"6895","1","Cheque","5000","32938844","LA PAMPA","","","","","","","","","",""
"6895","2","Efectivo","1825","","","","","","","","","","","",""
"6896","1","Cheque","36000","20890205","PATAGONIA","","","","","","","","","",""
"6896","2","Cheque","35430.14","20890206","PATAGONIA","","","","","","","","","",""
"6897","1","Efectivo","3500","","","","","","","","","","","",""
"6898","1","Efectivo","5220","","","","","","","","","","","",""
"6899","1","Cheque","50000","20149651","CREDICOOP","","","","","","","","","",""
"6900","1","Cheque","50000","20245151","CREDICOOP","","","","","","","","","",""
"6901","1","Deposito","10000","","CREDICOOP 25-10","","","","","","","","","",""
"6901","2","Deposito","6787","","CREDICOOP","","","","","","","","","",""
"6902","1","Deposito","12073.6","","CREDICOOP","","","","","","","","","",""
"6903","1","Efectivo","3200","","","","","","","","","","","",""
"6904","1","Efectivo","999","","","","","","","","","","","",""
"6905","1","Efectivo","872.96","","","","","","","","","","","",""
"6906","1","Deposito","1500","","CREDICOOP","","","","","","","","","",""
"6907","1","Deposito","8104.81","","CREDICOOP","","","","","","","","","",""
"6908","1","Deposito","7401.92","","CREDICOOP","","","","","","","","","",""
"6909","1","Efectivo","2136","","","","","","","","","","","",""
"6910","1","Efectivo","4856.67","","","","","","","","","","","",""
"6911","1","Efectivo","26133","","","","","","","","","","","",""
"6912","1","Efectivo","1790.96","","","","","","","","","","","",""
"6913","1","Cheque","48000","47213096","CREDICOOP","","","","","","","","","",""
"6914","1","Efectivo","3000","","","","","","","","","","","",""
"6915","1","Efectivo","19688.8","","","","","","","","","","","",""
"6916","1","Efectivo","42000","","","","","","","","","","","",""
"6917","1","Cheque","20000","20149652","CREDICOOP","","","","","","","","","",""
"6917","2","Efectivo","33000","","","","","","","","","","","",""
"6918","1","Efectivo","42000","","","","","","","","","","","",""
"6919","1","Efectivo","496","","","","","","","","","","","",""
"6920","1","Deposito","10850","","CREDICOOP","","","","","","","","","",""
"6921","1","Deposito","6800","","CREDICOOP","","","","","","","","","",""
"6922","1","Deposito","5000","","NACION","","","","","","","","","",""
"6923","1","Cheque","10119","10113501","MACRO","","","","","","","","","",""
"6924","1","Cheque","7220","73079317","PROVINCIA","","","","","","","","","",""
"6925","1","Cheque","8479.2","20444995","PATAGONIA","","","","","","","","","",""
"6926","1","Efectivo","81400","","","","","","","","","","","",""
"6927","1","Efectivo","4217","","","","","","","","","","","",""
"6928","1","Efectivo","5200","","","","","","","","","","","",""
"6929","10","Cheque","10293.25","20786770","PATAGONIA","","","","","","","","","",""
"6930","1","Cheque","16340.15","32940588","LA PAMPA","","","","","","","","","",""
"6931","1","Efectivo","3726.06","","","","","","","","","","","",""
"6932","1","Efectivo","1380","","","","","","","","","","","",""
"6933","1","Cheque","8900","00250154","NACION","","","","","","","","","",""
"6933","2","Cheque","7500","00028450","NACION","","","","","","","","","",""
"6933","3","Efectivo","1078.2","","","","","","","","","","","",""
"6934","1","Cheque","3664.61","82244724","BPN","","","","","","","","","",""
"6935","1","Efectivo","12474.48","","","","","","","","","","","",""
"6936","1","Efectivo","7094.77","","","","","","","","","","","",""
"6937","1","Deposito","1500","","CREDICOOP","","","","","","","","","",""
"6938","1","Cheque","1390","00575556","FRANCES","","","","","","","","","",""
"6938","2","Cheque","3837.59","95793050","RIO","","","","","","","","","",""
"6938","3","Cheque","7231.02","00251690","NACION","","","","","","","","","",""
"6938","4","Cheque","8938.57","00965093","NACION","","","","","","","","","",""
"6938","5","Cheque","3783.73","47390282","LA PAMPA","","","","","","","","","",""
"6938","6","Efectivo","75","","","","","","","","","","","",""
"6939","1","Efectivo","8969.62","","","","","","","","","","","",""
"6940","1","Deposito","11296","","CREDICOOP","","","","","","","","","",""
"6941","1","Cheque","11728.23","97750545","MACRO","","","","","","","","","",""
"6941","2","Otros","172.12","","RETENCION","","","","","","","","","",""
"6942","1","Cheque","6000","61069159","LA PAMPA","","","","","","","","","",""
"6942","2","Efectivo","770.91","","","","","","","","","","","",""
"6943","1","Cheque","26383.34","61086065","LA PAMPA","","","","","","","","","",""
"6943","2","Efectivo","1150","","","","","","","","","","","",""
"6944","1","Cheque","1700","52718637","GALICIA","","","","","","","","","",""
"6944","2","Cheque","7570.99","00552506","NACION","","","","","","","","","",""
"6944","3","Efectivo","686.4","","","","","","","","","","","",""
"6945","1","Cheque","12000","00721795","NACION","","","","","","","","","",""
"6946","1","Cheque","8000","00167607","NACION","","","","","","","","","",""
"6946","2","Cheque","8700","00167608","NACION","","","","","","","","","",""
"6946","3","Efectivo","64.54","","","","","","","","","","","",""
"6947","1","Efectivo","7423.38","","","","","","","","","","","",""
"6948","1","Efectivo","9817.83","","","","","","","","","","","",""
"6949","1","Efectivo","3409.17","","","","","","","","","","","",""
"6950","1","Efectivo","4357.86","","","","","","","","","","","",""
"6951","1","Efectivo","8617.36","","","","","","","","","","","",""
"6952","1","Efectivo","9762.52","","","","","","","","","","","",""
"6953","1","Efectivo","1998.06","","","","","","","","","","","",""
"6954","1","Efectivo","6000","","","","","","","","","","","",""
"6955","1","Efectivo","4000","","","","","","","","","","","",""
"6956","1","Efectivo","3337.4","","","","","","","","","","","",""
"6957","1","Efectivo","10200.26","","","","","","","","","","","",""
"6958","1","Efectivo","6053.58","","","","","","","","","","","",""
"6959","1","Efectivo","2110.76","","","","","","","","","","","",""
"6960","1","Efectivo","3000","","","","","","","","","","","",""
"6961","1","Efectivo","4151.05","","","","","","","","","","","",""
"6962","1","Deposito","5000","","NACION","","","","","","","","","",""
"6963","1","Deposito","35478","","CREDICOOP","","","","","","","","","",""
"6964","1","Cheque","26517.52","60913070","GALICIA","","","","","","","","","",""
"6965","1","Cheque","20573.03","04693284","SANTA CRUZ","","","","","","","","","",""
"6966","1","Cheque","22830.16","04628701","SANTA CRUZ","","","","","","","","","",""
"6967","1","Cheque","30238.99","04700498","SANTA CRUZ","","","","","","","","","",""
"6968","1","Cheque","34012.74","04700498","SANTA CRUZ","","","","","","","","","",""
"6969","1","Cheque","36215.06","04700498","SANTA CRUZ","","","","","","","","","",""
"6970","1","Efectivo","7000","","","","","","","","","","","",""
"6971","1","Deposito","1400","","CREDICOOP","","","","","","","","","",""
"6972","1","Efectivo","5058.1","","","","","","","","","","","",""
"6973","1","Deposito","5300","","CREDICOOP","","","","","","","","","",""
"6974","1","Efectivo","3410","","","","","","","","","","","",""
"6975","1","Efectivo","1225","","","","","","","","","","","",""
"6976","1","Deposito","14987.16","","CREDICOOP","","","","","","","","","",""
"6977","1","Deposito","29400","","","","","","","","","","","",""
"6978","1","Efectivo","9420","","","","","","","","","","","",""
"6979","1","Deposito","5000","","CREDICOOP","","","","","","","","","",""
"6980","1","Deposito","3600","","CREDICOOP","","","","","","","","","",""
"6981","1","Cheque","9520.28","00247476","FRANCES","","","","","","","","","",""
"6982","1","Cheque","4417.3","00576873","FRANCES","","","","","","","","","",""
"6983","1","Efectivo","5714.99","","","","","","","","","","","",""
"6984","1","Cheque","7820.23","61596976","GALICIA","","","","","","","","","",""
"6985","1","Cheque","16761.74","20200100","PATAGONIA","","","","","","","","","",""
"6985","2","Cheque","16745.74","20200099","PATAGONIA","","","","","","","","","",""
"6986","1","Efectivo","5249.08","","","","","","","","","","","",""
"6987","1","Efectivo","6212.38","","","","","","","","","","","",""
"6988","1","Deposito","1895","","CREDICOOP","","","","","","","","","",""
"6989","1","Deposito","21500","","CREDICOOP","","","","","","","","","",""
"6990","1","Deposito","4000","","NACION","","","","","","","","","",""
"6991","1","Efectivo","2100","","","","","","","","","","","",""
"6992","1","Efectivo","2031","","","","","","","","","","","",""
"6994","1","Efectivo","2450","","","","","","","","","","","",""
"6995","1","Cheque","5000","33135202","LA PAMPA","","","","","","","","","",""
"6995","2","Cheque","5000","33135203","LA PAMPA","","","","","","","","","",""
"6995","3","Cheque","5000","33135204","LA PAMPA","","","","","","","","","",""
"6995","4","Cheque","4850","33135205","LA PAMPA","","","","","","","","","",""
"6996","1","Deposito","5000","","NACION","","","","","","","","","",""
"6997","1","Efectivo","1705.1","","","","","","","","","","","",""
"6998","1","Efectivo","1906","","","","","","","","","","","",""
"6999","1","Efectivo","1540","","","","","","","","","","","",""
"7000","1","Cheque","24160.34","70868918","PROVINCIA","","","","","","","","","",""
"7000","2","Efectivo","2945.02","","","","","","","","","","","",""
"7001","1","Cheque","40500","47915467","LA PAMPA","","","","","","","","","",""
"7001","2","Cheque","40669.22","47915471","LA PAMPA","","","","","","","","","",""
"7001","3","Cheque","40560","47915470","LA PAMPA","","","","","","","","","",""
"7001","4","Cheque","40540","47915469","LA PAMPA","","","","","","","","","",""
"7001","5","Cheque","40520","47915468","LA PAMPA","","","","","","","","","",""
"7002","1","Cheque","49000","47213097","CREDICOOP","","","","","","","","","",""
"7003","1","Efectivo","10000","","","","","","","","","","","",""
"7004","1","Efectivo","10000","","","","","","","","","","","",""
"7005","1","Efectivo","1559.4","","","","","","","","","","","",""
"7006","1","Efectivo","2650","","","","","","","","","","","",""
"7007","1","Efectivo","11761.13","","","","","","","","","","","",""
"7008","1","Efectivo","7093.32","","","","","","","","","","","",""
"7009","1","Efectivo","4644.6","","","","","","","","","","","",""
"7010","1","Efectivo","15881.69","","","","","","","","","","","",""
"7011","1","Efectivo","8437.2","","","","","","","","","","","",""
"7012","1","Efectivo","3702.6","","","","","","","","","","","",""
"7013","1","Efectivo","7143","","","","","","","","","","","",""
"7014","1","Efectivo","8184.53","","","","","","","","","","","",""
"7015","1","Efectivo","4550.4","","","","","","","","","","","",""
"7016","1","Efectivo","29190.04","","","","","","","","","","","",""
"7017","1","Efectivo","9780","","","","","","","","","","","",""
"7018","1","Efectivo","5376.2","","","","","","","","","","","",""
"7019","1","Efectivo","500","","","","","","","","","","","",""
"7020","1","Efectivo","11940","","","","","","","","","","","",""
"7021","1","Efectivo","3338.2","","","","","","","","","","","",""
"7022","1","Efectivo","2150","","","","","","","","","","","",""
"7023","1","Efectivo","2560","","","","","","","","","","","",""
"7024","1","Efectivo","6518","","","","","","","","","","","",""
"7025","1","Cheque","20021.61","22261305","CREDICOOP","","","","","","","","","",""
"7026","1","Cheque","50000","20149653","CREDICOOP","","","","","","","","","",""
"7027","1","Deposito","5000","","NACION","","","","","","","","","",""
"7028","1","Cheque","18552.93","01229861","NACION","","","","","","","","","",""
"7029","1","Cheque","37000","04735345","SANTA CRUZ","","","","","","","","","",""
"7029","2","Cheque","37000","04735346","SANTA CRUZ","","","","","","","","","",""
"7029","3","Cheque","38189.51","0473547","SANTA CRUZ","","","","","","","","","",""
"7030","1","Cheque","62988.14","00252387","NACION","","","","","","","","","",""
"7030","2","Otros","1058.86","","RETENCION","","","","","","","","","",""
"7031","1","Efectivo","29400","","","","","","","","","","","",""
"7031","2","Cheque","50000","20245153","CREDICOOP","","","","","","","","","",""
