"AJUNUM","AJUFEC","PRODCOD","AJUCAN","AJUOBS","","","","","","","",""
"891","20130719","02","100","","","","","","","","",""
"892","20130719","13","100","","","","","","","","",""
"893","20130719","19","100","","","","","","","","",""
"894","20130719","23","100","","","","","","","","",""
"895","20130719","30","100","","","","","","","","",""
"896","20130719","31","100","","","","","","","","",""
"897","20130719","30","-100","","","","","","","","",""
"898","20130719","30","34","","","","","","","","",""
"900","20130719","086","100","","","","","","","","",""
"903","20130719","71","-2","","","","","","","","",""
"904","20130719","72","-2","","","","","","","","",""
"905","20130719","73","-1","","","","","","","","",""
"906","20130719","74","-1","","","","","","","","",""
"907","20130719","75","-2","","","","","","","","",""
"908","20130719","76","-2","","","","","","","","",""
"909","20130719","78","-2","","","","","","","","",""
"910","20130719","81","-2","","","","","","","","",""
"913","20130719","82","-2","","","","","","","","",""
"914","20130719","85","-2","","","","","","","","",""
"915","20130719","87","-2","","","","","","","","",""
"916","20130719","88","-1","","","","","","","","",""
"917","20130719","89","-1","","","","","","","","",""
"918","20130719","02","-2","","","","","","","","",""
"919","20130719","05","-1","","","","","","","","",""
"920","20130719","09","-1","","","","","","","","",""
"921","20130719","10","-2","","","","","","","","",""
"922","20130719","14","-2","","","","","","","","",""
"923","20130719","020","-1","","","","","","","","",""
"924","20130719","021","-1","","","","","","","","",""
"925","20130719","023","-1","","","","","","","","",""
"926","20130719","21","-2","","","","","","","","",""
"927","20130719","23","-1","","","","","","","","",""
"928","20130719","25","-2","","","","","","","","",""
"929","20130719","26","-1","","","","","","","","",""
"930","20130719","28","-1","","","","","","","","",""
"931","20130719","30","-1","","","","","","","","",""
"932","20130719","37","-1","","","","","","","","",""
"933","20130719","39","-1","","","","","","","","",""
"935","20130719","72","100","","","","","","","","",""
"936","20130719","74","100","","","","","","","","",""
"937","20130719","79","100","","","","","","","","",""
"938","20130719","81","100","","","","","","","","",""
"939","20130719","87","100","","","","","","","","",""
"941","20130722","095","10","","","","","","","","",""
"943","20130722","095","90","","","","","","","","",""
"945","20130722","092","10","","","","","","","","",""
"947","20130722","092","90","","","","","","","","",""
"949","20130722","098","2","","","","","","","","",""
"954","20130722","098","98","","","","","","","","",""
"958","20130724","081","15","","","","","","","","",""
"959","20130724","083","20","","","","","","","","",""
"960","20130724","418","4","","","","","","","","",""
"961","20130724","402","14","","","","","","","","",""
"963","20130724","081","7","","","","","","","","",""
"964","20130724","083","3","","","","","","","","",""
"965","20130724","402","3","","","","","","","","",""
"968","20130724","081","100","","","","","","","","",""
"969","20130724","083","100","","","","","","","","",""
"970","20130724","402","100","","","","","","","","",""
"974","20130725","25","4","","","","","","","","",""
"976","20130725","E154","3","","","","","","","","",""
"978","20130725","091","100","","","","","","","","",""
"980","20130725","0106","100","","","","","","","","",""
"984","20130725","413","50","","","","","","","","",""
"986","20130726","080","100","","","","","","","","",""
"987","20130726","086","100","","","","","","","","",""
"988","20130726","087","100","","","","","","","","",""
"989","20130726","088","100","","","","","","","","",""
"990","20130726","090","100","","","","","","","","",""
"991","20130726","099","100","","","","","","","","",""
"992","20130726","0103","100","","","","","","","","",""
"993","20130726","403","100","","","","","","","","",""
"994","20130726","408","100","","","","","","","","",""
"995","20130726","411","75","","","","","","","","",""
"997","20130726","414","27","","","","","","","","",""
"1000","20130726","417","54","","","","","","","","",""
"1004","20130726","50","10","","","","","","","","",""
"1006","20130726","E156","3","","","","","","","","",""
"1008","20130726","25","100","","","","","","","","",""
"1010","20130726","E151","50","","","","","","","","",""
"1011","20130726","E152","50","","","","","","","","",""
"1012","20130726","E153","50","","","","","","","","",""
"1013","20130726","E154","40","","","","","","","","",""
"1014","20130726","E156","45","","","","","","","","",""
"1016","20130729","85","100","","","","","","","","",""
"1018","20130729","82","100","","","","","","","","",""
"1020","20130729","10","301","","","","","","","","",""
"1021","20130729","02","406","","","","","","","","",""
"1022","20130729","05","300","","","","","","","","",""
"1023","20130729","04","104","","","","","","","","",""
"1024","20130729","020","208","","","","","","","","",""
"1025","20130729","30","210","","","","","","","","",""
"1026","20130729","27","107","","","","","","","","",""
"1027","20130729","022","196","","","","","","","","",""
"1028","20130729","16","204","","","","","","","","",""
"1029","20130729","024","101","","","","","","","","",""
"1030","20130729","401","221","","","","","","","","",""
"1031","20130729","24","198","","","","","","","","",""
"1032","20130729","023","306","","","","","","","","",""
"1033","20130729","18","293","","","","","","","","",""
"1034","20130729","14","111","","","","","","","","",""
"1035","20130729","19","203","","","","","","","","",""
"1036","20130729","23","103","","","","","","","","",""
"1038","20130730","413","25","","","","","","","","",""
"1040","20130730","404","-5","","","","","","","","",""
"1042","20130731","414","-6","","","","","","","","",""
"1043","20130731","417","-20","","","","","","","","",""
"1045","20130731","414","-12","","","","","","","","",""
"1047","20130731","E207","100","","","","","","","","",""
"1048","20130731","404","45","","","","","","","","",""
"1050","20130731","0105","100","","","","","","","","",""
"1051","20130731","410","100","","","","","","","","",""
"1052","20130731","413","10","","","","","","","","",""
"1053","20130731","415","10","","","","","","","","",""
"1057","20130801","413","-3","","","","","","","","",""
"1065","20130805","025","601","","","","","","","","",""
"1066","20130805","026","603","","","","","","","","",""
"1067","20130805","027","604","","","","","","","","",""
"1068","20130805","028","398","","","","","","","","",""
"1069","20130805","40","585","","","","","","","","",""
"1070","20130805","41","603","","","","","","","","",""
"1071","20130805","42","600","","","","","","","","",""
"1072","20130805","43","404","","","","","","","","",""
"1074","20130805","0107","200","","","","","","","","",""
"1075","20130805","0108","200","","","","","","","","",""
"1076","20130805","0109","200","","","","","","","","",""
"1077","20130805","419","200","","","","","","","","",""
"1078","20130805","420","200","","","","","","","","",""
"1079","20130805","421","200","","","","","","","","",""
"1085","20130806","07","2","","","","","","","","",""
"1087","20130806","413","100","","","","","","","","",""
"1089","20130808","418","100","","","","","","","","",""
"1104","20130809","083","200","","","","","","","","",""
"1105","20130809","412","200","","","","","","","","",""
"1107","20130809","402","200","","","","","","","","",""
"1109","20130812","414","100","","","","","","","","",""
"1111","20130812","089","100","","","","","","","","",""
"1114","20130812","26","100","","","","","","","","",""
"1116","20130812","26","-45","","","","","","","","",""
"1119","20130813","76","100","","","","","","","","",""
"1121","20130813","0104","100","","","","","","","","",""
"1122","20130813","78","100","","","","","","","","",""
"1123","20130813","P100","5","","","","","","","","",""
"1124","20130813","P101","40","","","","","","","","",""
"1126","20130814","403","10","","","","","","","","",""
"1127","20130814","403","90","","","","","","","","",""
"1128","20130814","409","100","","","","","","","","",""
"1130","20130814","086","100","","","","","","","","",""
"1131","20130814","091","100","","","","","","","","",""
"1132","20130814","095","100","","","","","","","","",""
"1133","20130814","407","100","","","","","","","","",""
"1135","20130815","75","60","","","","","","","","",""
"1137","20130815","081","200","","","","","","","","",""
"1138","20130815","084","40","","","","","","","","",""
"1139","20130815","404","100","","","","","","","","",""
"1141","20130815","33","-6","","","","","","","","",""
"1142","20130815","025","-100","","","","","","","","",""
"1143","20130815","026","-100","","","","","","","","",""
"1144","20130815","027","-100","","","","","","","","",""
"1145","20130815","40","-100","","","","","","","","",""
"1146","20130815","41","-100","","","","","","","","",""
"1147","20130815","42","-100","","","","","","","","",""
"1149","20130815","080","200","","","","","","","","",""
"1150","20130815","092","100","","","","","","","","",""
"1151","20130815","0103","200","","","","","","","","",""
"1154","20130815","413","200","","","","","","","","",""
"1156","20130820","75","-2","","","","","","","","",""
"1158","20130820","75","-18","","","","","","","","",""
"1160","20130820","085","200","","","","","","","","",""
"1162","20130820","0105","200","","","","","","","","",""
