"REMNUM","PRODCOD","REMCAN","REMPRE"," ","","","","","","",""
"8694","083","3","109.5","","","","","","","",""
"8694","198","1","275.94","","","","","","","",""
"8695","1207","1","76.99","","","","","","","",""
"8695","1218","1","76.99","","","","","","","",""
"8695","1221","3","76.99","","","","","","","",""
"8695","1254","4","76.99","","","","","","","",""
"8695","2002","1","627.84","","","","","","","",""
"8695","E301","2","60","","","","","","","",""
"8696","659","6","67.55","","","","","","","",""
"8696","674","6","67.55","","","","","","","",""
"8697","650","2","67.55","","","","","","","",""
"8697","651","2","67.55","","","","","","","",""
"8697","652","3","67.55","","","","","","","",""
"8697","654","2","67.55","","","","","","","",""
"8697","656","2","67.55","","","","","","","",""
"8697","658","2","67.55","","","","","","","",""
"8697","659","2","67.55","","","","","","","",""
"8697","660","1","67.55","","","","","","","",""
"8697","666","2","67.55","","","","","","","",""
"8697","667","2","67.55","","","","","","","",""
"8697","674","2","67.55","","","","","","","",""
"8698","0105","2","109.5","","","","","","","",""
"8698","021","2","186.5","","","","","","","",""
"8698","101","2","72.96","","","","","","","",""
"8698","102","2","72.96","","","","","","","",""
"8698","111","2","72.96","","","","","","","",""
"8698","114","2","72.96","","","","","","","",""
"8698","116","2","72.96","","","","","","","",""
"8698","117","2","72.96","","","","","","","",""
"8698","118","2","72.96","","","","","","","",""
"8698","1201","4","93.76","","","","","","","",""
"8698","1206","5","93.76","","","","","","","",""
"8698","1208","4","93.76","","","","","","","",""
"8698","1216","6","93.76","","","","","","","",""
"8698","1220","6","93.76","","","","","","","",""
"8698","1224","3","93.76","","","","","","","",""
"8698","190","2","72.96","","","","","","","",""
"8698","194","2","72.96","","","","","","","",""
"8698","195","2","72.96","","","","","","","",""
"8698","197","2","72.96","","","","","","","",""
"8698","2002","9","697.6","","","","","","","",""
"8698","2050","2","1008","","","","","","","",""
"8698","2051","2","2520","","","","","","","",""
"8698","22","4","186.5","","","","","","","",""
"8698","25","3","186.5","","","","","","","",""
"8698","26","3","186.5","","","","","","","",""
"8698","402","4","109.5","","","","","","","",""
"8698","411","4","109.5","","","","","","","",""
"8698","422","4","109.5","","","","","","","",""
"8698","72","2","72.96","","","","","","","",""
"8698","74","2","72.96","","","","","","","",""
"8698","76","2","72.96","","","","","","","",""
"8698","78","2","72.96","","","","","","","",""
"8698","79","2","72.96","","","","","","","",""
"8698","99","2","72.96","","","","","","","",""
"8698","E300","2","163","","","","","","","",""
"8698","E305","3","163","","","","","","","",""
"8698","E306","2","163","","","","","","","",""
"8699","650","12","73","","","","","","","",""
"8699","665","12","73","","","","","","","",""
"8699","670","12","73","","","","","","","",""
"8700","APARATO","2","220","","","","","","","",""
"8701","0105","2","109.5","","","","","","","",""
"8701","0110","2","109.5","","","","","","","",""
"8701","083","2","109.5","","","","","","","",""
"8701","100","2","76.8","","","","","","","",""
"8701","104","2","76.8","","","","","","","",""
"8701","105","2","76.8","","","","","","","",""
"8701","108","2","76.8","","","","","","","",""
"8701","110","2","76.8","","","","","","","",""
"8701","114","2","76.8","","","","","","","",""
"8701","118","2","76.8","","","","","","","",""
"8701","1201","2","98.7","","","","","","","",""
"8701","1204","2","98.7","","","","","","","",""
"8701","1206","2","98.73","","","","","","","",""
"8701","1207","2","98.7","","","","","","","",""
"8701","123","2","76.8","","","","","","","",""
"8701","1250","2","98.7","","","","","","","",""
"8701","197","2","76.8","","","","","","","",""
"8701","92","2","76.8","","","","","","","",""
"8702","650","2","73","","","","","","","",""
"8702","660","2","73","","","","","","","",""
"8702","662","2","73","","","","","","","",""
"8702","669","2","73","","","","","","","",""
"8702","675","2","73","","","","","","","",""
"8703","0105","2","109.5","","","","","","","",""
"8703","0110","2","109.5","","","","","","","",""
"8703","083","2","109.5","","","","","","","",""
"8703","100","2","76.8","","","","","","","",""
"8703","104","2","76.8","","","","","","","",""
"8703","105","2","76.8","","","","","","","",""
"8703","108","2","76.8","","","","","","","",""
"8703","110","2","76.8","","","","","","","",""
"8703","114","2","76.8","","","","","","","",""
"8703","118","2","76.8","","","","","","","",""
"8703","1201","2","98.7","","","","","","","",""
"8703","1204","2","98.7","","","","","","","",""
"8703","1206","2","98.73","","","","","","","",""
"8703","1207","2","98.7","","","","","","","",""
"8703","123","2","76.8","","","","","","","",""
"8703","1250","2","98.7","","","","","","","",""
"8703","197","2","76.8","","","","","","","",""
"8703","92","2","76.8","","","","","","","",""
"8703","198","1","197.95","","","","","","","",""
"8703","199","1","490","","","","","","","",""
"8704","0117","12","109.5","","","","","","","",""
"8704","085","12","109.5","","","","","","","",""
"8704","086","12","109.5","","","","","","","",""
"8704","089","12","109.5","","","","","","","",""
"8704","092","12","109.5","","","","","","","",""
"8704","103","6","76.8","","","","","","","",""
"8704","115","6","76.8","","","","","","","",""
"8704","121","6","76.8","","","","","","","",""
"8704","193","6","76.8","","","","","","","",""
"8704","194","6","76.8","","","","","","","",""
"8704","196","6","76.8","","","","","","","",""
"8704","197","6","76.8","","","","","","","",""
"8704","198","1","4913.24","","","","","","","",""
"8704","403","12","109.5","","","","","","","",""
"8704","410","12","109.5","","","","","","","",""
"8704","411","12","109.5","","","","","","","",""
"8704","412","12","109.5","","","","","","","",""
"8704","413","12","109.5","","","","","","","",""
"8704","414","12","109.5","","","","","","","",""
"8704","415","12","109.5","","","","","","","",""
"8704","416","12","109.5","","","","","","","",""
"8704","423","12","109.5","","","","","","","",""
"8704","425","12","109.5","","","","","","","",""
"8704","99","6","76.8","","","","","","","",""
"8705","05","1","145.47","","","","","","","",""
"8705","081","1","85.41","","","","","","","",""
"8705","1206","4","76.99","","","","","","","",""
"8705","1254","2","76.99","","","","","","","",""
"8706","APARATO","8","220","","","","","","","",""
"8707","0104","1","85.41","","","","","","","",""
"8707","0113","1","85.41","","","","","","","",""
"8707","0115","1","85.41","","","","","","","",""
"8707","081","1","85.41","","","","","","","",""
"8707","089","1","85.41","","","","","","","",""
"8707","092","1","85.41","","","","","","","",""
"8707","1200","6","76.99","","","","","","","",""
"8707","1201","8","76.99","","","","","","","",""
"8707","1203","6","76.99","","","","","","","",""
"8707","1206","5","76.99","","","","","","","",""
"8707","1210","5","76.99","","","","","","","",""
"8707","1216","6","76.99","","","","","","","",""
"8707","1220","6","76.99","","","","","","","",""
"8707","2002","1","627.84","","","","","","","",""
"8707","401","1","85.41","","","","","","","",""
"8707","402","1","85.41","","","","","","","",""
"8708","650","12","67.55","","","","","","","",""
"8708","658","12","67.55","","","","","","","",""
"8708","660","12","67.55","","","","","","","",""
"8708","661","12","67.55","","","","","","","",""
"8708","665","12","67.55","","","","","","","",""
"8708","669","12","67.55","","","","","","","",""
"8708","APARATO","14","220","","","","","","","",""
"8709","APARATO","8","220","","","","","","","",""
"8710","1206","3","76.99","","","","","","","",""
"8710","1219","1","76.99","","","","","","","",""
"8710","1221","2","76.99","","","","","","","",""
"8710","1224","2","76.99","","","","","","","",""
"8710","1251","1","76.99","","","","","","","",""
"8710","1252","1","76.99","","","","","","","",""
"8710","1254","3","76.99","","","","","","","",""
"8710","2050","3","907.2","","","","","","","",""
"8710","E10","20","19.97","","","","","","","",""
"8711","020","6","186.5","","","","","","","",""
"8711","022","6","186.5","","","","","","","",""
"8711","029","6","186.5","","","","","","","",""
"8711","032","6","186.5","","","","","","","",""
"8711","033","6","186.5","","","","","","","",""
"8711","034","6","186.5","","","","","","","",""
"8711","035","6","186.5","","","","","","","",""
"8711","04","6","186.5","","","","","","","",""
"8711","08","6","186.5","","","","","","","",""
"8711","14","6","186.5","","","","","","","",""
"8711","19","6","186.5","","","","","","","",""
"8711","198","1","861.63","","","","","","","",""
"8711","22","3","186.5","","","","","","","",""
"8711","23","3","186.5","","","","","","","",""
"8711","43","6","186.5","","","","","","","",""
"8711","47","6","186.5","","","","","","","",""
"8712","650","6","73","","","","","","","",""
"8712","651","6","73","","","","","","","",""
"8712","652","6","73","","","","","","","",""
"8712","653","6","73","","","","","","","",""
"8712","654","6","73","","","","","","","",""
"8712","655","6","73","","","","","","","",""
"8712","656","6","73","","","","","","","",""
"8712","657","4","73","","","","","","","",""
"8712","658","4","73","","","","","","","",""
"8712","659","6","73","","","","","","","",""
"8712","660","6","73","","","","","","","",""
"8712","661","6","73","","","","","","","",""
"8712","662","4","73","","","","","","","",""
"8712","663","6","73","","","","","","","",""
"8712","664","4","73","","","","","","","",""
"8712","665","4","73","","","","","","","",""
"8712","666","6","73","","","","","","","",""
"8712","667","4","73","","","","","","","",""
"8712","668","4","73","","","","","","","",""
"8712","669","6","73","","","","","","","",""
"8712","670","6","73","","","","","","","",""
"8712","671","4","73","","","","","","","",""
"8712","672","6","73","","","","","","","",""
"8712","673","4","73","","","","","","","",""
"8712","674","6","73","","","","","","","",""
"8712","675","5","73","","","","","","","",""
"8713","100","24","76.8","","","","","","","",""
"8713","101","12","76.8","","","","","","","",""
"8713","103","12","76.8","","","","","","","",""
"8713","110","12","76.8","","","","","","","",""
"8713","111","18","76.8","","","","","","","",""
"8713","114","24","76.8","","","","","","","",""
"8713","115","12","76.8","","","","","","","",""
"8713","116","18","76.8","","","","","","","",""
"8713","118","24","76.8","","","","","","","",""
"8713","120","12","76.8","","","","","","","",""
"8713","121","18","76.8","","","","","","","",""
"8713","122","18","76.8","","","","","","","",""
"8713","196","24","76.8","","","","","","","",""
"8713","197","24","76.8","","","","","","","",""
"8713","72","12","76.8","","","","","","","",""
"8713","74","24","76.8","","","","","","","",""
"8713","75","12","76.8","","","","","","","",""
"8713","78","24","76.8","","","","","","","",""
"8713","79","12","76.8","","","","","","","",""
"8713","82","12","76.8","","","","","","","",""
"8713","99","18","76.8","","","","","","","",""
"8714","650","12","73","","","","","","","",""
"8714","651","12","73","","","","","","","",""
"8714","652","12","73","","","","","","","",""
"8714","654","12","73","","","","","","","",""
"8714","661","12","73","","","","","","","",""
"8714","663","12","73","","","","","","","",""
"8714","669","12","73","","","","","","","",""
"8714","670","12","73","","","","","","","",""
"8714","672","12","73","","","","","","","",""
"8714","673","12","73","","","","","","","",""
"8714","674","12","73","","","","","","","",""
"8714","675","12","73","","","","","","","",""
"8715","198","1","696.78","","","","","","","",""
"8715","LP","500","33.18","","","","","","","",""
"8715","LPAN","500","24.02","","","","","","","",""
"8714","198","1","2207.52","","","","","","","",""
"8713","198","1","5902.85","","","","","","","",""
"8716","1201","2","93.76","","","","","","","",""
"8716","1216","3","93.76","","","","","","","",""
"8716","2002","1","697.6","","","","","","","",""
"8717","650","4","73","","","","","","","",""
"8717","651","4","73","","","","","","","",""
"8717","654","4","73","","","","","","","",""
"8717","658","6","73","","","","","","","",""
"8718","0105","4","109.5","","","","","","","",""
"8718","0106","4","109.5","","","","","","","",""
"8718","0110","4","109.5","","","","","","","",""
"8718","0113","4","109.5","","","","","","","",""
"8718","0114","4","109.5","","","","","","","",""
"8718","0115","4","109.5","","","","","","","",""
"8718","081","4","109.5","","","","","","","",""
"8718","095","4","109.5","","","","","","","",""
"8718","198","1","281.98","","","","","","","",""
"8718","300","3","44.5","","","","","","","",""
"8718","301","3","44.5","","","","","","","",""
